product_id,product_fullName,product_url,product_name,product_cost,review_title,review_content,review_rating,review_date,review_location,review_likes,review_dislikes
itme1a2e0d30edb4,intel-g5905-3-5-ghz-lga-1200-socket-2-cores-desktop-laptop-processor,https://www.flipkart.com/intel-g5905-3-5-ghz-lga-1200-socket-2-cores-desktop-laptop-processor/product-reviews/itme1a2e0d30edb4?page=1,Intel G5905,"6,000",Must buy!,I bought this for my NAS build as a temporary measure but it's handling NAS load exceptionally well with few exceptions.,5,5 months ago, Belagavi,1,0
itme1a2e0d30edb4,intel-g5905-3-5-ghz-lga-1200-socket-2-cores-desktop-laptop-processor,https://www.flipkart.com/intel-g5905-3-5-ghz-lga-1200-socket-2-cores-desktop-laptop-processor/product-reviews/itme1a2e0d30edb4?page=1,Intel G5905,"6,000",Best in the market!,"I am shocked, Flipkart delivered in just 16 hours.. Also the prosessor is very good 👍,",5,7 months ago, Nadia District,0,0
