product_id,product_fullName,product_url,product_name,product_cost,review_title,review_content,review_rating,review_date,review_location,review_likes,review_dislikes
itme9e395e7c809c,intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itme9e395e7c809c?page=1,Intel i9-13900K,"91,000",Classy product,Nyc product,5,4 months ago, Mohali,7,0
itme9e395e7c809c,intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itme9e395e7c809c?page=1,Intel i9-13900K,"91,000",Simply awesome,"I purchased it with Flipkart pay later, by the open parcel option. Very happy with the genuine way of Flipkart,",5,"Jan, 2023", Krishna District,17,6
itme9e395e7c809c,intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i9-13900k-2-2-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itme9e395e7c809c?page=1,Intel i9-13900K,"91,000",Just wow!,"Received original product, verified on Intel site",5,7 months ago, Sidcul Haridwar,1,0
