product_id,product_fullName,product_url,product_name,product_cost,review_title,review_content,review_rating,review_date,review_location,review_likes,review_dislikes
itmb3b75a2fde796,intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Intel 3570K,"4,000",Super!,It is really a good processor in this price point,5,"Mar, 2020", Krishnanagar,3,0
itmb3b75a2fde796,intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Intel 3570K,"4,000",Super!,Good processor gives me 4Ghz for all 4 cores.,5,"Aug, 2020", Attingal,2,0
itmb3b75a2fde796,intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Intel 3570K,"4,000",Good choice,The product is in good condition & working fine.,4,"Jul, 2020", Jamshedpur,2,0
