product_id,product_fullName,product_url,product_name,product_cost,review_title,review_content,review_rating,review_date,review_location,review_likes,review_dislikes
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Terrific,Original product and cheap from market rate,5,"Feb, 2023", Mohali,10,2
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Terrific purchase,Beast processor for my assemble,5,"Jun, 2023", New Delhi,9,2
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Perfect product!,Nice Product.. A good cpu cooler is required. Perform well.,5,"May, 2023", Jaunpur District,4,0
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Awesome,"It was sealed pack, and the serial number match on box and processor.",5,7 months ago, Allahabad,3,0
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Really Nice,"Very powerful processor, if you want to become a contant creater, like designing editing than its perfect for you. Or if you want to earn money with your work than go for i9 13900k",4,10 months ago, Kuju,2,0
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Fabulous!,Excellent performance,5,9 months ago, Sitamarhi,1,0
itm433f25401f2a3,intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor,https://www.flipkart.com/intel-i7-13700k-2-5-ghz-lga1700-socket-8-cores-desktop-processor/product-reviews/itm433f25401f2a3?page=1,Intel i7-13700K,"48,000",Highly recommended,Great processor,5,2 months ago, Aizawl,0,0
